filename,score
CtrSVDD_0125_E_0000001,-2.9225034713745113
CtrSVDD_0114_E_0000002,-2.9226558208465603
CtrSVDD_0154_E_0000003,-3.040228843688964
CtrSVDD_0135_E_0000004,-2.4422066211700444
CtrSVDD_0118_E_0000005,-2.941778182983397
CtrSVDD_0120_E_0000006,3.191404581069947
CtrSVDD_0138_E_0000007,3.2011110782623318
CtrSVDD_0124_E_0000008,2.9668538570404075
CtrSVDD_0120_E_0000009,-2.851811647415161
CtrSVDD_0148_E_0000010,2.5120491981506357
CtrSVDD_0141_E_0000011,2.7579972743988033
CtrSVDD_0153_E_0000012,1.1014654636383057
CtrSVDD_0115_E_0000013,-0.7826061248779297
CtrSVDD_0120_E_0000014,-3.0701212882995597
CtrSVDD_0115_E_0000015,-2.9363842010498025
CtrSVDD_0130_E_0000016,-2.3340282440185565
CtrSVDD_0123_E_0000017,-2.8460366725921618
CtrSVDD_0160_E_0000018,-1.9815070629119869
CtrSVDD_0151_E_0000019,-2.633312702178955
CtrSVDD_0123_E_0000020,0.2686194777488708
CtrSVDD_0125_E_0000021,2.78473925590515
CtrSVDD_0115_E_0000022,-2.9856286048889173
CtrSVDD_0117_E_0000023,-3.128672838211061
CtrSVDD_0114_E_0000024,-2.921874284744262
CtrSVDD_0149_E_0000025,1.0904119014739986
CtrSVDD_0114_E_0000026,-2.8908817768096915
CtrSVDD_0114_E_0000027,-2.92453646659851
CtrSVDD_0114_E_0000028,2.2115824222564697
CtrSVDD_0141_E_0000029,2.7298922538757306
CtrSVDD_0136_E_0000030,-0.689027786254883
CtrSVDD_0114_E_0000031,1.2231607437133794
CtrSVDD_0115_E_0000032,-2.6540875434875506
CtrSVDD_0123_E_0000033,1.1882028579711907
CtrSVDD_0158_E_0000034,-0.3670642375946042
CtrSVDD_0138_E_0000035,-3.050504446029664
CtrSVDD_0121_E_0000036,-1.1984294652938847
CtrSVDD_0122_E_0000037,-2.93660235404968
CtrSVDD_0119_E_0000038,3.0385961532592756
CtrSVDD_0119_E_0000039,-3.0005874633789062
CtrSVDD_0120_E_0000040,-2.848915338516234
CtrSVDD_0162_E_0000041,3.0475707054138175
CtrSVDD_0122_E_0000042,1.6479592323303225
CtrSVDD_0115_E_0000043,-0.369729369878769
CtrSVDD_0143_E_0000044,-1.363151311874389
CtrSVDD_0119_E_0000045,-3.0130801200866686
CtrSVDD_0147_E_0000046,0.34283578395843506
CtrSVDD_0114_E_0000047,-2.1766998767852783
CtrSVDD_0118_E_0000048,2.9522702693939222
CtrSVDD_0120_E_0000049,3.1733121871948238
CtrSVDD_0121_E_0000050,-2.8933420181274423
CtrSVDD_0119_E_0000051,0.6253462433815001
CtrSVDD_0122_E_0000052,-2.8171737194061266
CtrSVDD_0116_E_0000053,2.924984693527222
CtrSVDD_0122_E_0000054,-2.200126647949218
CtrSVDD_0118_E_0000055,-3.0285604000091575
CtrSVDD_0120_E_0000056,-2.795601844787598
CtrSVDD_0127_E_0000057,-2.730784654617309
CtrSVDD_0125_E_0000058,-1.708347558975219
CtrSVDD_0115_E_0000059,-2.9759092330932613
CtrSVDD_0152_E_0000060,-2.979504108428956
CtrSVDD_0116_E_0000061,0.11873275041580193
CtrSVDD_0114_E_0000062,-2.864656925201418
CtrSVDD_0119_E_0000063,-2.510569572448731
CtrSVDD_0121_E_0000064,-1.9961919784545912
CtrSVDD_0125_E_0000065,-2.981913328170775
CtrSVDD_0123_E_0000066,-0.9398112297058104
CtrSVDD_0115_E_0000067,-2.9916369915008545
CtrSVDD_0114_E_0000068,-2.9095878601074205
CtrSVDD_0121_E_0000069,-1.2132048606872559
CtrSVDD_0125_E_0000070,-2.9662113189697252
CtrSVDD_0115_E_0000071,-2.820308923721313
CtrSVDD_0125_E_0000072,-2.7329528331756574
CtrSVDD_0116_E_0000073,-2.916239500045777
CtrSVDD_0123_E_0000074,-2.57729935646057
CtrSVDD_0117_E_0000075,1.9056749343872073
CtrSVDD_0133_E_0000076,0.9539162516593934
CtrSVDD_0115_E_0000077,0.5945287942886354
CtrSVDD_0115_E_0000078,-2.842604875564574
CtrSVDD_0118_E_0000079,-3.1695928573608367
CtrSVDD_0157_E_0000080,-2.9586911201477037
CtrSVDD_0120_E_0000081,2.9528253078460693
CtrSVDD_0123_E_0000082,0.27221983671188354
CtrSVDD_0114_E_0000083,-2.905286788940429
CtrSVDD_0160_E_0000084,-0.2539884746074673
CtrSVDD_0118_E_0000085,-2.913023948669434
CtrSVDD_0114_E_0000086,1.3992066383361812
CtrSVDD_0114_E_0000087,1.2131989002227788
CtrSVDD_0150_E_0000088,1.365282773971557
CtrSVDD_0123_E_0000089,3.0439333915710454
CtrSVDD_0148_E_0000090,-2.640372276306152
CtrSVDD_0146_E_0000091,2.8642814159393297
CtrSVDD_0130_E_0000092,-1.5900247097015385
CtrSVDD_0114_E_0000093,-2.901576519012452
CtrSVDD_0158_E_0000094,-0.23463642597198509
CtrSVDD_0150_E_0000095,-0.2340424656867982
CtrSVDD_0140_E_0000096,-0.8770297169685363
CtrSVDD_0119_E_0000097,-2.9540474414825457
CtrSVDD_0149_E_0000098,1.2189216613769531
CtrSVDD_0123_E_0000099,-0.6302540898323057
CtrSVDD_0152_E_0000100,-2.9377319812774676
CtrSVDD_0117_E_0000101,-0.8963107466697693
CtrSVDD_0120_E_0000102,-2.9142580032348664
CtrSVDD_0142_E_0000103,-2.5360348224639906
CtrSVDD_0123_E_0000104,-2.127789974212646
CtrSVDD_0117_E_0000105,-2.422062158584595
CtrSVDD_0123_E_0000106,-2.3474845886230464
CtrSVDD_0115_E_0000107,-1.2329108715057375
CtrSVDD_0118_E_0000108,-2.934091567993166
CtrSVDD_0139_E_0000109,-0.07729300856590288
CtrSVDD_0117_E_0000110,-2.938406467437742
CtrSVDD_0163_E_0000111,3.251652479171754
CtrSVDD_0115_E_0000112,0.24721622467041007
CtrSVDD_0114_E_0000113,-3.0135159492492707
CtrSVDD_0153_E_0000114,0.7846226096153259
CtrSVDD_0141_E_0000115,2.4778783321380606
CtrSVDD_0122_E_0000116,-2.9131906032562274
CtrSVDD_0115_E_0000117,-3.0672588348388667
CtrSVDD_0123_E_0000118,-2.3214859962463374
CtrSVDD_0114_E_0000119,1.5413007736206048
CtrSVDD_0138_E_0000120,-3.015575170516965
CtrSVDD_0115_E_0000121,-2.8424711227417
CtrSVDD_0123_E_0000122,3.1258568763732915
CtrSVDD_0141_E_0000123,0.40940034389495816
CtrSVDD_0117_E_0000124,-2.935859441757201
CtrSVDD_0115_E_0000125,-2.726316928863526
CtrSVDD_0146_E_0000126,3.0947878360748318
CtrSVDD_0118_E_0000127,-3.0153675079345708
CtrSVDD_0119_E_0000128,-1.134032964706421
CtrSVDD_0114_E_0000129,-3.008558750152587
CtrSVDD_0153_E_0000130,-0.23868358135223405
CtrSVDD_0137_E_0000131,-3.014163732528685
CtrSVDD_0151_E_0000132,-1.6584715843200686
